name,address,phone_number,lat,lng
Tim Horton's,"1384 Baseline Road, Ottawa, ON K2C 0A9",6132282151,45.361967,-75.738327
Tim Horton's,"1720 Innes Road, Gloucester, ON K1B 3K5",613741-8216,45.416500,-75.601700
Tim Horton's,"2790 Lancaster Road, Ottawa, ON K1B 4S4",6135237491,45.394311,-75.605301
Tim Horton's,"2121 Carling Ave Unit 57, Ottawa, ON K2A 1S3",6137290093,45.372730,-75.770252
Tim Horton's,"415, Montee Paiement, Gatineau, QC J8P 0B1",8192431143,45.490870,-75.676090
Tim Horton's,"993 Richmond Rd, Ottawa, ON K2B 6R1",6137253275,45.375916,-75.777020
Tim Horton's,"327, Boul. Maloney Est, Gatineau, QC J8P 1E2",8196638000,45.484679,-75.642927
Tim Horton's,"1611 Merivale Rd, Nepean, ON K2G 3J4",6137232270,45.351716,-75.733287
Tim Horton's,"2, Av. Du Pont Sud, Gatineau, QC J8V 1E5",8195619000,45.488092,-75.747870
Tim Horton's,"1584 Merivale Road, Nepean, ON K2G 3K1",6137231404,45.350396,-75.733301
Tim Horton's,"2495 Bank Street, Ottawa, ON K1V 0Y5",6135210884,45.354380,-75.645757
Tim Horton's,"1665 Hunt Club Road, Ottawa, ON K1V 1C1",6132489459,45.360694,-75.630965
Tim Horton's,"2075 Montreal Road, Gloucester, ON K1J 6M6",6137419902,45.447524,-75.594212
Tim Horton's,"3224 Hawthorne Rd, Ottawa, ON K1G 3V9",6137331555,45.381938,-75.602268
Tim Horton's,"405, Ch. Vanier, Gatineau, QC J9J 3H9",8196824949,45.413572,-75.807750
Tim Horton's,"2100 Hunt Club Rd, Ottawa, ON K1T 3S4",6137367500,45.364073,-75.619832
Tim Horton's,"3705 Riverside Drive, Ottawa, ON K1V 1G8",6137399724,45.342180,-75.690940
Tim Horton's,"2134 Montreal Road, Gloucester, ON K1J 6M7",6137441702,45.448500,-75.590600
Tim Horton's,"2301 Navaho Drive, Nepean, ON K2G 6Z1",6132265342,45.353140,-75.755607
Tim Horton's,"1980 Baseline Road, Ottawa, ON K2C 0C6",6137233200,45.351447,-75.759601
Tim Horton's,"25, Boul. De Lucerne, Gatineau, QC J9H 1L9",8196823113,45.386380,-75.805304
Tim Horton's,"740, Montee Paiement, Gatineau, QC J8R 4A3",8196699477,45.503918,-75.676568
Tim Horton's,"372 Hunt Club Road, Ottawa, ON K1V 1C1",6137367498,45.337940,-75.683895
Tim Horton's,"1857 Merivale Rd, Nepean, ON K2G 1E3",6132269991,45.335591,-75.723996
Tim Horton's,"2162 Prince Of Wales Dr, Nepean, ON K2E 7A4",6132249974,45.333425,-75.701800
Tim Horton's,"415, Boul. De La Verendrye Est, Gatineau, QC J8R 1N2",8196634000,45.501328,-75.641554
Tim Horton's,"100 Constellation Crescent, Ottawa, ON K1P 1J1",6132245225,45.345649,-75.764445
Tim Horton's,"2951 Bank Street, Gloucester, ON K1T 1N9",6137398467,45.347370,-75.623904
Tim Horton's,"1910 Merivale Road, Nepean, ON K2G 1E8",6132263269,45.329667,-75.721225
Tim Horton's,"2636 Innes Road, Gloucester, ON K1B 4Z5",6138241901,45.431811,-75.563411
Tim Horton's,"1545 Woodroffe Ave, Nepean, ON K2G 1W2",6132264487,45.334502,-75.751784
Tim Horton's,"2970 Carling Avenue, Ottawa, ON K2B 7J7",6138296197,45.355548,-75.803319
Tim Horton's,"933, Boul. Maloney Est, Gatineau, QC J8P 1H8",8196690939,45.491266,-75.593066
Tim Horton's,"2545 Baseline Rd, Ottawa, ON K2H 7B3",6138280714,45.342152,-75.786083
Tim Horton's,"Ottawa International Airport, Ottawa, ON K1V 9B4",16132482125,45.322551,-75.667121
Tim Horton's,"165, Rue Principale, Gatineau, QC J9H 3M9",8196843484,45.395544,-75.838443
Tim Horton's,"100 Bayshore Drive, Nepean, ON K2B 8C1",6138289000,45.348020,-75.804667
Tim Horton's,"250 Greenbank Road, Nepean, ON K2H 8X4",6138298691,45.325230,-75.779353
Tim Horton's,"10, Rue De La Fabrique, Gatineau, QC J9J 2X3",8196827642,45.410262,-75.857626
Tim Horton's,"3045 Baseline Rd, Nepean, ON K2H 8P4",613-721-2000,45.334940,-75.806748
Tim Horton's,"1980 Joseph Blvd, Orleans, ON K1C 1E4",6138377071,45.463700,-75.540400
Tim Horton's,"2311 St Joseph Blvd, Orleans, ON K1C 1E7",6138245125,45.469300,-75.531200
Tim Horton's,"4764 Bank Street, Gloucester, ON K1T 3W7",6138221124,45.318763,-75.593203
Tim Horton's,"3330 Fallowfield Road, Nepean, ON K2J 4P5",6138237770,45.297635,-75.732697
Tim Horton's,"1856 Robertson Road, Nepean, ON K2H 5B8",6137210699,45.327392,-75.820304
Tim Horton's,"1879 Robertson Rd, Nepean, ON K2H 5B7",6138298538,45.327332,-75.821497
Tim Horton's,"415, Montã©E De La Source, Cantley, QC J8V 3B5",8198270390,45.539932,-75.770645
Tim Horton's,"3869 Innes Road, Orleans, ON K1C 1T1",6138244710,45.453200,-75.512100
Tim Horton's,"2895 St Joseph Blvd, Orleans, ON K1C 1C7",6138342909,45.475200,-75.518400
Tim Horton's,"1 Rideaucrest Dr, Nepean, ON K2G 6A4",6138233059,45.285001,-75.722801
Tim Horton's,"110 Place D'Orleans Dr, Orleans, ON K1C 2L9",6138344469,45.478000,-75.516600
Tim Horton's,"2145 Robertson Rd, Nepean, ON K2H 5Z2",6138208569,45.320789,-75.837074
Tim Horton's,"350 Cresthaven, Unit 800, Nepean, ON K2G 4P4",,45.273324,-75.708686
Tim Horton's,"3580 Strandherd Dr, Nepean, ON K2J 5L4",6138254830,45.274434,-75.738382
Tim Horton's,"1675 Tenth Line Rd, Orleans, ON K1E 3P6",6138346638,45.469300,-75.492500
Tim Horton's,"2280 Tenth Line Rd, Orleans, ON K4A 0X4",6138370085,45.452214,-75.483402
Tim Horton's,"4454 Innes Road, Orleans, ON K4A 3J7",6138249150,45.460800,-75.485700
Tim Horton's,"3691 Strandherd Drive, Nepean, ON K2J 4G8",6138251064,45.271100,-75.744301
Tim Horton's,"4295 Strandherd Drive, Nepean, ON K2J 5P8",6138258661,45.271715,-75.785794
Tim Horton's,"911 Watters Road, Orleans, ON K4A 3K5",6135902458,45.484100,-75.475600
Tim Horton's,"1270 Trim Rd, Orleans, ON K4A 3P7",6138300955,45.491112,-75.479834
Tim Horton's,"4060 Carling Ave, Kanata, ON K2K 1Y1",6135999520,45.337072,-75.908450
Tim Horton's,"407 March Road, Kanata, ON K2K 0K1",6132701435,45.338148,-75.911701
Tim Horton's,"401 Hazeldean Road, Kanata, ON K2L 4C6",6135926223,45.304056,-75.877945
Tim Horton's,"479 March Road, Kanata, ON K2K 2M5",6135920683,45.342139,-75.916949
Tim Horton's,"2020 Trim Road, Orleans, ON K4A 0G4",6138302712,45.468823,-75.453900
Tim Horton's,"1223, Rue De Neuville, Gatineau, QC J8M 1W2",8196170761,45.530160,-75.495410
Tim Horton's,"650 Eagleson Rd, Kanata, ON K2M 1H4",6132712696,45.288154,-75.868510
Tim Horton's,"1797, Route Du Carrefour, Val-Des-Monts, QC J8N 7M7",8196714488,45.595141,-75.616820
Tim Horton's,"6 Edgewater Road, Kanata, ON K2L 1V8",6138310843,45.295222,-75.893934
Tim Horton's,"989 River Road, Manotick, ON K4M 1B2",6136920988,45.234403,-75.676383
Tim Horton's,"44 Edgewater, Kanata, ON K2L 1V8",6138366911,45.297569,-75.900941
Tim Horton's,"501 Terry Fox Drive, Kanata, ON K2T 1E8",6132710721,45.310008,-75.918352
Tim Horton's,"5357 Fernbank, Kanata, ON K2S 1B6",6138317773,45.274582,-75.872006
Tim Horton's,"225 Huntmar Dr, Stittsville, ON K2S 1B9",13435459943,45.294180,-75.927885
Tim Horton's,"6061 Hazeldean Rd, Stittsville, ON K2S 1B9",6138361493,45.272662,-75.930484
Tim Horton's,"1259 Stittsville Main St, Stittsville, ON K2S 2E4",6138366642,45.267884,-75.928590
Tim Horton's,"1150 Carp Road, Stittsville, ON K2S 1B9",6138369500,45.268546,-75.941173
Tim Horton's,"1015, Ch. De Masson, Gatineau, QC J8M 1R4",8192816808,45.558233,-75.419888
Tim Horton's,"5915 Perth St, Richmond, ON K0A 2Z0",6138382999,45.202171,-75.828807
Tim Horton's,"160, Lepine Blvd, Gatineau, QC J8L 4M4",8199863669,45.575222,-75.403446
Tim Horton's,"172, Chemin De La Vallee De Wakefield, Wakefield, QC J0X 3G0",8194593535,45.625028,-75.934613
Tim Horton's,"1622 Roger Stevens, Kars, ON K0A 2E0",6134893392,45.155544,-75.639818
Tim Horton's,"88 Broadway Avenue, Russell, ON K4R 1A1",6134453434,45.256107,-75.374558
Tim Horton's,"2875 Rue Laporte, Rockland, ON K4K 1A3",6134469948,45.539600,-75.302400
Tim Horton's,"297 Edwards Street, Rockland, ON K4K 1H6",6134460248,45.551600,-75.295400
Tim Horton's,"771 Notre Dame St, Embrun, ON K0A 1W1",6134430931,45.267981,-75.301139
Tim Horton's,"105 Sadler Drive, Almonte, ON K0A 1A0",6132562157,45.234731,-76.184399
Tim Horton's,"300 Colonade Drive Rr#3, Kemptville, ON K0G 1J0",6132580700,45.030070,-75.633600
Tim Horton's,"2140 Bank Street, Winchester, ON K0C 2K0",6137745664,45.088233,-75.377927
Tim Horton's,"2600 Highway 43, Kemptville, ON K0G 1J0",6132580411,45.018348,-75.658008
Tim Horton's,"12105 Main Street, Winchester, ON K0C 2K0",6137749977,45.086168,-75.374519
Tim Horton's,"10418 Hwy 7, Carleton Place, ON K7C 3P2",6132530446,45.132250,-76.120988
Tim Horton's,"10483 Hwy 7 & 15, Carleton Place, ON K7C 0C4",6132530445,45.129511,-76.123402
Tim Horton's,"144 Franktown Road, Carleton Place, ON K7C 3P3",6132572425,45.135388,-76.135845
Tim Horton's,"2 Racine St, Casselman, ON K0A 1M0",6137640483,45.305802,-75.081070
Tim Horton's,"201 Madawaska Blvd, Arnprior, ON K7S 1S6",6136227525,45.432462,-76.343059
Tim Horton's,"2 Staye Court Drive, Arnprior, ON K7S 0E7",6136231000,45.423237,-76.370504
Tim Horton's,"387, Rue Papineau, Papineauville, QC J0V 1R0",8194275036,45.616169,-75.029283
Tim Horton's,"76 Beckwith St N, Smiths Falls, ON K7A 2B7",6132836597,44.902753,-76.021890
Tim Horton's,"1515 County Rd 20, Dunvegan, ON K0C 1J0",6135272732,45.340468,-74.893120
Tim Horton's,"111 Lombard Street, Smiths Falls, ON K7A 5B8",6132836993,44.891341,-76.030295
Tim Horton's,"108 County Rd 17, St. Phillipe St, Alfred, ON K0B 1A0",6136794795,45.560845,-74.872878
Tim Horton's,"3456 Hwy 138, Monkland, ON K0C 1V0",6133462833,45.193690,-74.882501
Tim Horton's,"756 Hwy 401 E, Morrisburg, ON K0C 1X0",6135431940,44.944531,-75.129319
Tim Horton's,"764 Hwy 401 Westbound, Ingleside, ON K0C 1M0",6135430771,44.971298,-75.081884
Tim Horton's,"10791 County  Rd 2, IROQUOIS, ON, ON K0E 1K0",6136521345,44.850963,-75.316590
Tim Horton's,"12407 County Road 2, Morrisburg, ON K0C 1X0",6135430717,44.902302,-75.182072
Tim Horton's,"136 Gore St East, Perth, ON K7H 1J5",6132674275,44.897354,-76.246374
Tim Horton's,"98 Dufferin St, Perth, ON K7H 3B5",6132673353,44.906378,-76.268630
Tim Horton's,"780 O'Brien Road, Renfrew, ON K7V 3Z4",6134329071,45.475967,-76.658152
Tim Horton's,"15919 County Road #2, Long Sault, ON K0C 1P0",6135342170,45.027816,-74.897225
Tim Horton's,"383 Stewart Street, Renfrew, ON K7V 1Y3",6134326278,45.479087,-76.697064
Tim Horton's,"110Prescottcentre Dr, Prescott, ON K0E 1T0",6139259866,44.722329,-75.522873
Tim Horton's,"925 Edward Street, Prescott, ON K0E 1T0",6139251465,44.717213,-75.520650
