Category1,Category2,Category3,Chain,Update date,Name,address,Y,X,NEMS Code,Note,NBID,NB_name
food,restaurant,regular,0,20180706,18,18 YORK STREET,45.42738724,-75.69409943,,,908,Byward Market
food,restaurant,nightlife,0,201806,1848,"Floor 2, 85 Université Pvt, Ottawa, ON K1N 6N5",45.4225565,-75.6833275,,,949,Sandy Hill
food,fast food,regular,1,20180628,1 FOR 1 PIZZA,1012 MERIVALE ROAD,45.37953568,-75.73349762,319,,18,Carlington
food,fast food,regular,1,20180628,1 FOR 1 PIZZA,1020 ST LAURENT BOULEVARD,45.42784882,-75.63983154,319,,940,Overbrook - McArthur
food,fast food,regular,1,20180628,1 FOR 1 PIZZA,1729 BANK STREET,45.37418365,-75.66487122,319,,903,Billings Bridge - Alta Vista
food,fast food,regular,1,20180628,1 FOR 1 PIZZA,1741 ST LAURENT BOULEVARD,45.4053421,-75.62585449,319,,917,East Industrial
food,fast food,regular,1,20180628,1 FOR 1 PIZZA,195 RIDEAU STREET,45.42761612,-75.6889267,319,,908,Byward Market
food,fast food,regular,1,20180628,1 FOR 1 PIZZA,250 GREENBANK ROAD,45.32530975,-75.77960968,319,,100,Trend-Arlington
food,fast food,regular,1,20180628,1 FOR 1 PIZZA,288 BANK STREET,45.41553879,-75.69664001,319,,24,Centretown
food,fast food,regular,1,20180628,1 FOR 1 PIZZA,2900 WOODROOFE AVENUE,45.29259491,-75.7289505,319,,937,Old Barrhaven East
food,restaurant,regular,0,20180706,1000 SUSHI ISLANDS,129A RIOCAN AVENUE,45.26945496,-75.73872375,,,914,Chapman Mills
food,restaurant,regular,0,20180710,101’s Grill,"1125 Colonel By Drive, Ottawa, ON K1S 5B6",45.3874739,-75.6959848,,,17,Carleton University
food,restaurant,nightlife,0,201806,107 Fourth Avenue Wine Bar & Café,"107 Fourth Ave #1, Ottawa, ON K1S 2L1",45.4026788,-75.6876511,,,923,Glebe - Dows Lake
food,restaurant,nightlife,0,20180710,10Fourteen,"1014 Wellington Street W, Ottawa, ON K1Y 2X9",45.4047964,-75.7234749,,,47,Hintonburg - Mechanicsville
food,restaurant,regular,1,20180706,168 SUSHI JAPANESE BUFFET,1651 MERIVALE ROAD,45.35095596,-75.73196411,,,905,Borden Farm - Fisher Glen
food,restaurant,regular,1,20180706,168 SUSHI JAPANESE BUFFET,"1760 Saint Laurent Boulevard, Ottawa, ON K1G 1A2",45.4045938,-75.627051,,,917,East Industrial
food,convenience store,regular,0,20180706,180 FOOD MARKET,180  LEES AVENUE,45.41527557,-75.67075348,,,82,Old Ottawa East
food,restaurant,regular,0,20180710,222 Lyon Tapas Bar,"222 Lyon St N, Ottawa, ON K1R 5V9",45.4160221,-75.7028571,,,24,Centretown
food,restaurant,nightlife,1,201806,3 Brewers,"240 Sparks Street, Local C215, Ottawa, ON K1P 6C9",45.420296,-75.7024018,,,24,Centretown
food,restaurant,nightlife,1,201806,3 Brewers,"565 Kanata Ave, Kanata, ON K2T 1K5",45.3100669,-75.9082407,,,928,Kanata Lakes - Arcardia
food,fast food,regular,1,20180628,3 BROTHERS SHAWARMA & POUTINE,124 OSGOODE STREET,45.42392349,-75.68076324,25,,949,Sandy Hill
food,fast food,regular,1,20180628,3 BROTHERS SHAWARMA & POUTINE,160 RIDEAU STREET,45.42687225,-75.68968964,25,,949,Sandy Hill
food,fast food,regular,1,20180628,3 BROTHERS SHAWARMA & POUTINE,530 RIDEAU STREET,45.43188858,-75.6778717,25,,949,Sandy Hill
food,restaurant,regular,0,20180710,3 Nineteen Food & Drink,"319 Rideau Street, Ottawa, ON K1N 5Y4",45.429383,-75.6848093,,,934,Lowertown
food,fast food,regular,0,20180706,3 SISTERS CAFE,2211 ARCH STREET,45.38980865,-75.63038635,400,,919,Elmvale - Canterbury
food,restaurant,regular,0,20180706,73 NORTH RESTAURANT & LOUNGE,73 SPARKS STREET,45.42356873,-75.69667053,,,24,Centretown
store,other,sweet and treats,0,20180706,A & M CONFECTIONERY,1499 Clementine Blvd,45.38286591,-75.67392731,,,903,Billings Bridge - Alta Vista
food,fast food,regular,1,20180628,A & W,100 BAYSHORE DRIVE,45.34794617,-75.80560303,236,,901,Bayshore - Belltown
food,fast food,regular,1,20180628,A & W,110 PLACE D'ORLEANS DRIVE,45.47758102,-75.51496124,236,,915,Convent Glen - Orléans Woods
food,fast food,regular,1,20180628,A & W,1200 ST LAURENT BOULEVARD,45.42296219,-75.63809204,236,,940,Overbrook - McArthur
food,fast food,regular,1,20180628,A & W,"1660 Heron Rd, Ottawa, ON ",45.3799448,-75.6439694,236,,932,Ledbury - Heron Gate - Ridgemont
food,fast food,regular,1,20180628,A & W,1830 MERIVALE ROAD,45.33581543,-75.72525787,236,,99,Tanglewood
food,fast food,regular,1,20180628,A & W,1980 OGILVIE ROAD,45.43198013,-75.60961914,236,,912,Carson Grove - Carson Meadows
food,fast food,regular,1,20180628,A & W,2121 CARLING AVENUE,45.37285614,-75.76835632,236,,931,Laurentian
food,fast food,regular,1,20180628,A & W,2870 GIBFORD DRIVE,45.3433342,-75.66921234,236,,48,Hunt Club - Ottawa Airport
food,fast food,regular,1,20180628,A & W,300 EAGLESON ROAD,45.30237579,-75.87768555,236,,924,Glen Cairn - Kanata South Business Park
food,fast food,regular,1,20180628,A & W,3228 HAWTHORNE ROAD,45.38154984,-75.60205841,236,,917,East Industrial
food,fast food,regular,1,20180628,A & W,"3895 Innes Rd, Orléans, ON K1C 1T1",45.4474211,-75.5265987,236,,913,Chapel Hill North
food,fast food,regular,1,20180628,A & W,"405 March Rd, Kanata, ON K2K 1K0",45.337682,-75.9125411,236,,907,Brookside - Briarbrook - Morgan's Grant
food,fast food,regular,1,20180628,A & W,41 EDGEWATER STREET,45.29696274,-75.90032196,236,,929,Katimavik - Hazeldean
food,fast food,regular,1,20180628,A & W,"4255 Strandherd Dr, Ottawa, ON K2J 6E5",45.2695142,-75.7811998,236,,952,Stonebridge - Half Moon Bay - Heart's Desire
food,fast food,regular,1,20180628,A & W,50 RIDEAU STREET,45.42440033,-75.69008636,236,,949,Sandy Hill
food,fast food,regular,1,20180628,A & W,6305 HAZELDEAN ROAD,45.26743698,-75.94033051,236,,951,Stittsville
store,other,sweet and treats,0,20180706,A Thing For Chocolate,1262 Wellington St W,45.3992691,-75.73324585,,,55,Island Park - Wellington Village
food,convenience store,regular,0,20180706,A TO Z Palace,489 Rideau St,45.43170929,-75.67910767,,,934,Lowertown
food,convenience store,gas station,0,20180706,A. RAYMOND & SONS,5566 Osgoode Main St,45.14570999,-75.60655212,,,81,Osgoode - Vernon
food,restaurant,regular,1,20180710,Aahar The Taste of India,"1573 Alta Vista Drive, Ottawa, ON K1G 0E9",45.4084112,-75.6574298,,,947,Riverview
food,restaurant,regular,1,20180710,Aahar The Taste Of India,"727 Churchill Avenue N, Ottawa, ON K1Z 5G7",45.3812179,-75.7468804,,,958,Westboro
food,restaurant,regular,0,20180706,AAHAR-THE TASTE OF INDIA,727 CHURCHILL AVENUE,45.3812027,-75.74688721,,,958,Westboro
food,convenience store,regular,0,20180706,ABBAS GROCERY,344 Bell St S,45.40210342,-75.70333862,,,923,Glebe - Dows Lake
food,restaurant,nightlife,0,201806,Absinthe,"1208 Wellington Street West, Ottawa, ON K1Y 2Z7, Canada",45.400233,-75.730439,,,47,Hintonburg - Mechanicsville
nightlife,nightlife,nightlife,0,20180706,Absolute Comedy,"412 Preston Street, Ottawa, ON, Canada",45.40078,-75.70972,,,957,West Centretown
food,specialty,bakery,0,20180706,Accacia Fine Pastries & Desserts,1020 St. Laurent Blvd,45.42809677,-75.6399765,,,940,Overbrook - McArthur
food,restaurant,regular,0,20180710,Ad Mare,"150 Slater Street, Ottawa, ON K1P 5M8",45.4201613,-75.6974389,,,24,Centretown
food,specialty,deli meat cheese,0,20180706,ADAM'S SAUSAUGES,1437 Michael St,45.41600418,-75.6284256,,,917,East Industrial
food,restaurant,regular,0,20180710,Afghani Kabob Express,"249 Bank Street, Ottawa, ON K2P 1X2",45.4163796,-75.6970805,,,24,Centretown
food,grocery,small,0,20180706,AFRICAN QUEEN SUPERMARKET,2430 Bank St,45.35327148,-75.64864349,,,97,South Keys - Greenboro West
food,restaurant,regular,0,20180706,AGAVE GRILL,1331 WELLINGTON STREET WEST,45.39870834,-75.73705292,,,55,Island Park - Wellington Village
food,specialty,bakery,0,20180706,AGOP'S BAKERY,304 McArthur Av,45.43150711,-75.65537262,,,940,Overbrook - McArthur
food,restaurant,regular,0,20180710,Ahora Mexican Cuisine,"307 Dalhousie Street, Ottawa, ON K1N 7E8",45.4294137,-75.6914195,,,908,Byward Market
food,grocery,small,0,20180706,AI Amir GROCERY AND Meat Shop,1596 Walkley Rd,45.37679672,-75.64614868,,,932,Ledbury - Heron Gate - Ridgemont
food,convenience store,regular,0,20180706,AINEE'S CONVENIENCE STORE,1016 Pleasant Park Rd,45.39516449,-75.62236023,,,919,Elmvale - Canterbury
food,restaurant,regular,0,20180706,AIYARA THAI CUISINE,1590 WALKLEY ROAD,45.37683487,-75.64617157,,,932,Ledbury - Heron Gate - Ridgemont
food,fast food,regular,0,20180706,AL BASHA SHAWARMA,233 LAURIER AVENUE EAST,45.42604446,-75.68147278,311,,949,Sandy Hill
food,specialty,bakery,0,20180706,AL JABAL BAKERY,6469 Jeanne D'Arc Blvd N,45.47982025,-75.53768158,,,915,Convent Glen - Orléans Woods
food,specialty,deli meat cheese,0,20180706,AL MADINA MEAT & FOOD MARKET,1136 Cadboro Rd,45.43092728,-75.62129211,,,912,Carson Grove - Carson Meadows
food,grocery,small,0,20180706,AL MOKHTAR FOOD CENTRE,383 McArthur Ave,45.43225479,-75.65031433,,,954,Vanier South
food,grocery,small,0,20180706,AL WAHA Halal Meat & Grocery,2833 Dumaurier Ave,45.35066605,-75.79369354,,,106,Whitehaven - Queensway Terrace North
food,specialty,bakery,0,20180706,ALADDIN Convenience & Bakery,1801 CARLING AVENUE,45.37742615,-75.75487518,,,931,Laurentian
food,fast food,regular,0,20180706,ALADDIN PIZZERIA,274 MONTREAL ROAD,45.4366188,-75.65998077,393,,954,Vanier South
food,specialty,bakery,0,20180706,ALADIN BAKERY,1020 St Laurent Blvd,45.42791367,-75.63998413,,,940,Overbrook - McArthur
food,convenience store,regular,0,20180706,Ali Convenience Store,1245 Walkley Rd,45.37187576,-75.66107178,,,932,Ledbury - Heron Gate - Ridgemont
food,restaurant,regular,0,20180726,Alice’s Village Cafe,"3773 Carp Road, Ottawa, ON K0A 1L0",45.3458412,-76.0377719,,,911,Carp
food,restaurant,regular,0,20180706,ALIMENTS RINAG FOODS INC.,88 JAMIE AVENUE,45.33623505,-75.71559906,,,51,Hunt Club South Industrial
food,restaurant,regular,0,20180706,ALIRANG RESTAURANT,134 NELSON STREET,45.43032837,-75.68482208,,,934,Lowertown
food,fast food,regular,0,20180706,ALISSAR LEBANESE CUISINE,1765 ST LAURENT BOULEVARD,45.40476608,-75.62562561,108,,917,East Industrial
food,grocery,small,0,20180706,ALJAZEERA FOOD MARKET,1101 Wellington St W,45.40282822,-75.725914,,,47,Hintonburg - Mechanicsville
food,grocery,small,0,20180706,AL-KALAA MINI MARKET,557 Kirkwood Ave,45.38913345,-75.74285126,,,958,Westboro
food,grocery,small,0,20180706,ALL AFRICA MARKET,411 McArthur Ave,45.43234634,-75.64842987,,,954,Vanier South
food,restaurant,regular,0,20180710,Allô! Mon Coco,"2277 Riverside Drive, Ottawa, ON K1H 7X6",45.3855413,-75.6774625,,,903,Billings Bridge - Alta Vista
food,restaurant,regular,0,20180706,ALLEGRO RESTAURANT,422 PRESTON STREET,45.4002533,-75.70950317,,,957,West Centretown
food,restaurant,regular,0,20180706,ALLIUM,87 HOLLAND AVENUE,45.40077591,-75.73246002,,,47,Hintonburg - Mechanicsville
food,grocery,small,0,20180706,Al-Noor Bakery Halal,70 Wylie Avenue,45.35458755,-75.80677795,,,901,Bayshore - Belltown
food,fast food,regular,0,20180706,AL-OUMARA MEAT SHOP,25 TAPIOLA CRESCENT,45.36384583,-75.64667511,453,,97,South Keys - Greenboro West
food,specialty,deli meat cheese,0,20180706,Al-Oumara Meat Shop & Grill,25 Tapiola Crescent,45.36392212,-75.64659119,,,97,South Keys - Greenboro West
store,pharmacy,regular,0,20180706,Al's Care Pharmacy,326 Bank St,45.41422653,-75.69557953,,,24,Centretown
food,convenience store,gas station,0,20180706,AL'S CORNER STORE & gas bar,"4812 Hwy 17 W,  Arnprior",45.4081955,-76.28243256,,,922,Fitzroy
food,restaurant,regular,0,20180706,AL'S DINER,834 CLYDE AVENUE,45.37792587,-75.74959564,,,910,Carlingwood West - Glabar Park - McKellar Heights
food,restaurant,regular,0,20180706,AL'S STEAK HOUSE,327 ELGIN STREET,45.41603851,-75.68868256,,,24,Centretown
food,grocery,small,0,20180706,ALSHAM FOOD & MEAT MARKET,4000 Bridle Path Dr,45.34837341,-75.64549255,,,38,Emerald Woods - Sawmill Creek
food,grocery,small,0,20180706,Alta Juba Supermarket,2925 Albion Road North,45.37330627,-75.65367126,,,932,Ledbury - Heron Gate - Ridgemont
food,fast food,regular,0,20180706,AMAYA EXPRESS,50 RIDEAU STREET,45.42472458,-75.68956757,357,,949,Sandy Hill
food,fast food,regular,0,20180726,Amazon cafe Gelato & Crepes,"4100 Strandherd Drive, Ottawa, ON K2J 0V2",45.2603845,-75.7684158,,,937,Old Barrhaven East
food,restaurant,regular,0,20180726,Amberwood Lounge & Eatery,"54 Springbrook Drive, Stittsville, ON K2S 1B9",45.2712729,-75.9237165,,,951,Stittsville
food,restaurant,nightlife,0,20180710,American Grille,"2400 Alert Road, Ottawa, ON K1V 0R4",45.3279915,-75.6521822,,,48,Hunt Club - Ottawa Airport
food,restaurant,regular,0,20180706,AMICI CAFFE,226-1 PRESTON STREET,45.40535736,-75.71256256,,,957,West Centretown
food,restaurant,nightlife,0,201806,AMIGO'S SPORTS BAR,"858 Merivale Rd, Ottawa, ON K1Z 5Z4",45.3847873,-75.7328689,,,18,Carlington
store,other,sweet and treats,0,20180706,Amore Gelato,42 Byward Market Square,45.4274025,-75.69275665,,,908,Byward Market
food,restaurant,regular,0,20180706,AMORE SICILIAN GRILL LTEE.,4100 ALBION ROAD,45.31702423,-75.62229156,,,921,Findlay Creek
food,restaurant,regular,0,20180726,Amuse Kitchen & Wine,"500 Eagleson Road, Ottawa, ON K2M 1H4",45.2909203,-75.8706164,,,924,Glen Cairn - Kanata South Business Park
food,fast food,coffee shop,0,20180726,Anabia Cupcakes,"3570 Strandherd Drive, Ottawa, ON K2J 5L4",45.2751492,-75.7375557,,,937,Old Barrhaven East
food,fast food,regular,0,20180706,ANDY-CAN CAFETERIA,1111 PRINCE OF WALES DRIVE,45.37615204,-75.70623779,255,,28,Civic Hospital-Central Park
food,restaurant,regular,0,20180706,ANGELO'S,303 ST PATRICK STREET,45.4316597,-75.69130707,,,908,Byward Market
food,restaurant,regular,0,20180710,Angry Dragonz,"300 River Road, Ottawa, ON K1V 1H2",45.320372,-75.6906756,,,927,Hunt Club Woods - Quintarra - Revelstoke
food,restaurant,regular,0,20180706,ANNA THAI,91 HOLLAND AVENUE,45.40063477,-75.73232269,,,47,Hintonburg - Mechanicsville
food,restaurant,regular,0,20180710,Anthony’s,"1218 Wellington Street W, Ottawa, ON K1Y 2Z7",45.4000444,-75.7307508,,,47,Hintonburg - Mechanicsville
food,restaurant,regular,0,20180710,Anthony’s Pizza,"753 Bank Street, Ottawa, ON K1S 3V3",45.4041714,-75.6887442,,,923,Glebe - Dows Lake
food,fast food,regular,0,20180706,ARBYS,474 HAZELDEAN ROAD,45.29732895,-75.88865662,50,,924,Glen Cairn - Kanata South Business Park
food,restaurant,regular,0,20180706,ARC LOUNGE,140-1 SLATER STREET,45.42086411,-75.69636536,,,24,Centretown
food,restaurant,regular,0,20180706,ARIANA KABOB RESTAURANT,2677 ALTA VISTA,45.37246323,-75.66225433,,,932,Ledbury - Heron Gate - Ridgemont
food,restaurant,regular,0,20180710,Arlington Five,"5 Arlington Avenue, Ottawa, ON K2P 1C1",45.4101361,-75.6929269,,,24,Centretown
food,restaurant,nightlife,0,201806,Armada Lounge,"23 York St, Ottawa, ON K1N 5S7",45.4281421,-75.6945443,,,908,Byward Market
food,fast food,regular,0,20180706,AROMA PIZZA,6004 VOYAGEUR DRIVE,45.47577286,-75.54830933,45,,915,Convent Glen - Orléans Woods
food,restaurant,regular,0,20180706,AROMA SMALL PLATES & WINE,239 NEPEAN STREET,45.41676712,-75.6995697,,,24,Centretown
food,specialty,deli meat cheese,0,20180706,Around the Block Butcher Shop,1117 Cobden Rd,45.35270309,-75.77783966,,,54,Iris - Queensway Terrance South
food,fast food,regular,0,20180726,Art Haven,"200 Kennevale Drive, Ottawa, ON K2J 6B6",45.2653836,-75.7769071,,,938,Old Barrhaven West
food,restaurant,regular,0,20180706,ART IS IN BAKERY,250 CITY CENTRE AVENUE,45.40810013,-75.71859741,,,957,West Centretown
food,fast food,regular,0,20180706,ARTA CAFE,425 MCARTHUR ROAD,45.43246841,-75.64689636,59,,954,Vanier South
food,specialty,bakery,0,20180706,Art-Is-In Bakery,250 City Centre Ave,45.40810013,-75.71872711,,,957,West Centretown
food,specialty,bakery,0,20180706,ARTISTIC CAKE DESIGN,1390 Clyde Ave,45.35934448,-75.73912048,,,31,Cityview - Crestview - Meadowlands
food,restaurant,regular,0,20180706,ARTURO'S RISTORANTE,49 BEECHWOOD AVENUE,45.44012451,-75.6758728,,,933,Lindenlea - New Edinburgh
food,grocery,small,0,20180706,ARUM KOREAN MARKET,512 Bank St,45.40997696,-75.6925354,,,24,Centretown
food,restaurant,regular,0,20180706,ARUM RESTAURANT,512 BANK ST,45.40995026,-75.69242096,,,24,Centretown
food,grocery,small,0,20180706,ARYA FOOD MARKET,508 Gladstone Ave,45.40995026,-75.69827271,,,24,Centretown
food,fast food,regular,0,20180706,ARZ FINE LEBANESE CUISINE,305-1200 ST LAURENT BOULEVARD,45.42279053,-75.63780212,147,,940,Overbrook - McArthur
store,pharmacy,regular,0,20180706,Asclepios Pharmacy,750 Taylor Creek Dr,45.48854065,-75.48590088,,,920,Fallingbrook
food,fast food,regular,0,20180706,ASIA GARDEN,886 DYNES ROAD,45.37002563,-75.70450592,89,,16,Carleton Heights - Rideauview
food,fast food,regular,0,20180706,ASIA WOK,2026 TENTH LINE ROAD,45.45868683,-75.48806,190,,942,Portobello South
food,restaurant,regular,0,20180710,Asian Alley,"8 Byward Market Square, Ottawa, ON K1N 7A1",45.4285258,-75.6936866,,,908,Byward Market
food,fast food,regular,0,20180706,ASIAN CUISINE CLAYPOT,320 QUEEN STREET,45.41898346,-75.70363617,387,,24,Centretown
food,fast food,regular,1,20180628,ASIAN GOURMET,208-111 ALBERT STREET,45.42166901,-75.69737244,464,,24,Centretown
food,fast food,regular,1,20180628,ASIAN GOURMET,240 SPARKS STREET,45.42062378,-75.70197296,464,,24,Centretown
food,fast food,regular,0,20180706,ASIAN PALACE,3320 MCCARTHY ROAD,45.35047913,-75.67110443,376,,49,Hunt Club East - Western Community
food,restaurant,regular,0,20180710,Asian Stars Restaurant,"1380 Clyde Avenue, Ottawa, ON K2G 3H9",45.3596531,-75.7393448,,,31,Cityview - Crestview - Meadowlands
store,pharmacy,regular,0,20180706,Aspire Pharmacy,2900 Gibford st.,45.3429451,-75.66815948,,,48,Hunt Club - Ottawa Airport
store,pharmacy,regular,0,20180706,Astley's Pharmasave,423 Rideau St,45.43080139,-75.68132782,,,934,Lowertown
food,restaurant,nightlife,0,201806,Atari,"297 Dalhousie St, Ottawa, ON K1N 7E5",45.4298565,-75.6917125,,,908,Byward Market
food,restaurant,regular,0,20180706,ATELIER INC.,540 ROCHESTER STREET,45.39958572,-75.70648193,,,957,West Centretown
food,restaurant,regular,0,20180706,ATHEN'S GRILL,2150 ROBERTSON ROAD,45.32017136,-75.83689117,,,7,Bells Corners West
food,restaurant,regular,0,20180706,ATOMIC ROOSTER,303 BANK STREET,45.41502762,-75.69594574,,,24,Centretown
food,restaurant,regular,0,20180706,AUTHENTIC VIETNAMESE PHO HOUSE,250-2A GREENBANK ROAD,45.32448196,-75.78009033,,,100,Trend-Arlington
food,specialty,bakery,0,20180706,AUX DELICES BAKERY,32 Byward Market Square,45.42770386,-75.69300079,,,908,Byward Market
food,restaurant,nightlife,0,201806,Avant Garde Bar And Gift Store,"135 Besserer Street, Ottawa, ON K1N 6A7, Canada",45.426756,-75.688542,,,949,Sandy Hill
food,fast food,regular,0,20180726,B Cafe,"525 Legget Drive, Kanata, ON K2K 2W2",45.3482179,-75.9182498,,,907,Brookside - Briarbrook - Morgan's Grant
food,restaurant,regular,0,20180706,BAAN THAI RESTAURANT,261 CENTREPOINTE DRIVE,45.33906937,-75.77165985,,,23,Centrepointe
food,restaurant,regular,0,20180710,Babi’s Restaurant,"21 Nadolny Sachs Private, Ottawa, ON K2A 1R9",45.3759104,-75.7517995,,,910,Carlingwood West - Glabar Park - McKellar Heights
nightlife,nightlife,nightlife,0,20180706,Babylon,"317 Bank Street, Ottawa, ON K2P 1X7, Canada",45.414637,-75.695675,,,24,Centretown
food,restaurant,regular,0,20180706,BACKDROP,160 METCALFE STREET,45.41939926,-75.69456482,,,24,Centretown
food,fast food,regular,0,20180706,BAGEL BAGEL,1616 MICHAEL STREET,45.40927505,-75.62559509,405,,917,East Industrial
food,fast food,regular,0,20180706,BAGEL RUN,3-2026 TENTH LINE ROAD,45.45855331,-75.48799133,328,,942,Portobello South
food,specialty,bakery,0,20180706,Bagel-Bagel Ltd,1616 Michael St,45.40930939,-75.6255722,,,917,East Industrial
food,restaurant,regular,0,20180710,Baja Burger Shack,"100 Greenview Avenue, Ottawa, ON K2B 8J8",45.364223,-75.8019676,,,906,Britannia Village
food,restaurant,regular,0,20180710,BAJA Grill,"1001 Queen Elizabeth Drive, Ottawa, ON K1S 5K7",45.3964955,-75.7056623,,,,
food,restaurant,regular,0,20180706,BAKER STREET,385 RICHMOND ROAD,45.3912735,-75.75601196,,,958,Westboro
food,convenience store,regular,0,20180706,BAKKER'S GENERAL STORE,1004 Mitch Owens Rd,45.25579071,-75.62468719,,,64,Manotick
food,fast food,regular,0,20180706,BALTYK DELICATESSEN,935 CARLING ROAD,45.395504,-75.71327972,256,,957,West Centretown
food,grocery,small,0,20180706,BALTYK DELICATESSEN,935 Carling Av,45.39561844,-75.71315765,,,957,West Centretown
food,convenience store,regular,0,20180726,Bambeeno’s Tuck Shop,"2201 Riverside Dr, Ottawa, ON K1H 8K9",45.3885188,-75.6748648,,,903,Billings Bridge - Alta Vista
food,restaurant,regular,0,20180706,BAMBU RESTAURANT,3993 RIVERSIDE DRIVE,45.33287048,-75.69261169,,,48,Hunt Club - Ottawa Airport
food,restaurant,regular,0,20180706,BANC SUSHI,919 MONTREAL ROAD,45.44704056,-75.62901306,,,912,Carson Grove - Carson Meadows
food,restaurant,regular,0,20180706,BANGKOK THAI GARDEN,370 DALHOUSIE STREET,45.42755127,-75.69026947,,,908,Byward Market
food,fast food,regular,0,20180706,BANH MI MY HANG VIETNAMESE SUBMARINE & FAST FOOD,788A SOMERSET STREET WEST,45.40969849,-75.70996857,197,,957,West Centretown
store,pharmacy,regular,0,20180706,Bank St. Pharmacy,2531 Bank St,45.35422516,-75.64356995,,,38,Emerald Woods - Sawmill Creek
food,restaurant,nightlife,0,20180710,Bap By Raon Kitchen,"124 Bank Street, Ottawa, ON K1P 6E5",45.4193147,-75.7004497,,,24,Centretown
food,restaurant,nightlife,0,201806,Bar Laurel,"1087 Wellington St W, Ottawa, ON K1Y 2Y4",45.403213,-75.7257406,,,47,Hintonburg - Mechanicsville
food,restaurant,nightlife,0,201806,Bar Lupulus,"1242 Wellington St W, Ottawa, ON K1Y 3A4",45.3994489,-75.7322566,,,55,Island Park - Wellington Village
food,fast food,coffee shop,0,20180726,Bar Robo,"692 Somerset Street W, Ottawa, ON K1R 6P3",45.4110151,-75.7064602,,,957,West Centretown
food,grocery,small,0,20180726,Barakat Market,"1656 Bank Street, Ottawa, ON K1V 7Y6",45.3764222,-75.6669651,,,903,Billings Bridge - Alta Vista
food,restaurant,nightlife,0,201806,Barbarella's,"340 Queen, Ottawa, ON K1R 5A5, Canada",45.418528,-75.705315,,,24,Centretown
food,fast food,regular,0,20180706,BARBURRITO,100 BAYSHORE DRIVE,45.34756088,-75.80564117,24,,901,Bayshore - Belltown
food,fast food,regular,0,20180726,BarBurrito - Hunt Club,"280 W Hunt Club Rd, Ottawa, ON K2E 1A5",45.3395459,-75.711934,,,51,Hunt Club South Industrial
food,restaurant,nightlife,0,201806,Barefax,"27 York Street, Ottawa, ON K1N 9J6, Canada",45.427874,-75.694013,,,908,Byward Market
food,restaurant,nightlife,1,201806,BARLEY MOW,"1060 Bank Street, Ottawa, ON K1S 3W9",45.349146,-75.924883,,,907,Brookside - Briarbrook - Morgan's Grant
food,restaurant,nightlife,1,201806,BARLEY MOW,"1160 Carp Road, Stittsville, ON K2S 0T2",45.2683062,-75.9403861,,,951,Stittsville
food,restaurant,nightlife,1,201806,BARLEY MOW,"1481 Greenbank Road, Ottawa, ON K2J 4Y6",45.2740604,-75.7479788,,,937,Old Barrhaven East
food,restaurant,nightlife,1,201806,BARLEY MOW,"1541 Merivale Rd, Ottawa ON, K2G 5W1",45.3557643,-75.7349647,,,950,Skyline - Fisher Heights
food,restaurant,nightlife,1,201806,BARLEY MOW,"2034 Tenth Line Road, Ottawa, ON K4A 4X4",45.4584282,-75.4868796,,,942,Portobello South
food,restaurant,nightlife,1,201806,BARLEY MOW,"399 Richmond Road, Ottawa, ON K2A 0E9",45.3911465,-75.7565668,,,958,Westboro
food,restaurant,nightlife,1,201806,BARLEY MOW,"700 March Road, Kanata, ON K2K 2R9",45.3501933,-75.9245944,,,907,Brookside - Briarbrook - Morgan's Grant
food,fast food,regular,0,20180706,BARNEYS PIZZA & CONVENIENCE,2843 DUMAURIER AVENUE,45.35053635,-75.79363251,254,,106,Whitehaven - Queensway Terrace North
food,grocery,small,0,20180706,BARRHAVEN MARKET,2900 Woodroffe Av,45.29243851,-75.72904205,,,937,Old Barrhaven East
store,pharmacy,regular,0,20180706,Barrhaven Pharmacy,1221 Greenbank Rd,45.27423859,-75.74739838,,,937,Old Barrhaven East
food,restaurant,regular,0,20180706,BARRHAVEN VIETNAMESE RESTAURANT,3777 STRANDHERD DRIVE,45.26802444,-75.74756622,,,952,Stonebridge - Half Moon Bay - Heart's Desire
nightlife,nightlife,nightlife,0,20180706,Barrymore`s Music Hall,"323 Bank Street, Ottawa, ON K2P 1X9, Canada",45.414567,-75.695615,,,24,Centretown
food,grocery,small,0,20180706,BARWAAQO MEATS,1439 Ogilvie Rd,45.4318924,-75.61849213,,,912,Carson Grove - Carson Meadows
store,pharmacy,regular,0,20180706,Baseline Pharmacy Inc.,2571 Baseline Rd,45.34157944,-75.78743744,,,54,Iris - Queensway Terrance South
store,other,sweet and treats,1,20180703,Baskin Robbins,1460 Richmond Rd,45.36283493,-75.78954315,,,906,Britannia Village
store,other,sweet and treats,1,20180703,Baskin Robbins,1500 Bank St,45.38090134,-75.67029572,,,903,Billings Bridge - Alta Vista
store,other,sweet and treats,1,20180703,Baskin Robbins,1580 Merivale Rd,45.35134506,-75.73459625,,,31,Cityview - Crestview - Meadowlands
store,other,sweet and treats,1,20180703,Baskin Robbins,2020 Lanthier Dr,45.45824814,-75.49287415,,,942,Portobello South
store,other,sweet and treats,1,20180703,Baskin Robbins,300 Earl Grey Dr,45.31191254,-75.91570282,,,928,Kanata Lakes - Arcardia
store,other,sweet and treats,1,20180703,Baskin Robbins,888 Meadowlands Dr E,45.36721802,-75.7015152,,,16,Carleton Heights - Rideauview
